id,categoria,prodotto,prezzo_clanpesca_eur,sito_concorrente,esito,prezzo_concorrente_eur,disponibilita,url,note,data_rilevazione
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,webpesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,bassstoreitaly.com,variante_diversa,594.00,disponibile,https://bassstoreitaly.com/it/molix-fioretto-speciale-spinning,Fioretto Speciale Stickbait SW-83S,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,webpesca.it,variante_diversa,652.00,esaurito,https://www.webpesca.it/shop/canna-spinning-molix-fioretto-special-mfs-sw-80s/,Fioretto Speciale SW-80S spinning (serie SW),2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,megafish.it,non_trovato,,,https://www.megafish.it/,solo Fioretto Essence All Round 212.00,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,https://escaepescashop.it/prodotto/molix-fioretto-essence-all-round-series/,solo serie Essence (189.00); Speciale 70FR assente,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,pescapromo.it,non_trovato,,,https://pescapromo.it/,solo Fioretto Essence Travel 242.45,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P10,Canne,Molix Fioretto Speciale 70FR,359.50,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,bassstoreitaly.com,non_trovato,,,https://bassstoreitaly.com/it/major-craft-finetail-casting,serie Finetail presente ma modello Begins 862MH assente,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,pescapromo.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,webpesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P11,Canne,Major Craft Finetail Begins 862MH Spinning,345.00,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,bassstoreitaly.com,ok,257.89,disponibile,https://bassstoreitaly.com/it/favorite-alligator-travel-casting,"pagina famiglia Alligator Travel, prezzo unico",2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,pescapromo.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,webpesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P12,Canne,"Favorite Alligator Travel 7'.7"" 4 Oz 120 Gr",274.00,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,bassstoreitaly.com,variante_diversa,739.99,esaurito,https://bassstoreitaly.com/en/smith-ltd-koz-expedition,KOZ Expedition serie standard; Magnum Husky assente,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,pescapromo.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,webpesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P13,Canne,Smith KOZ Expedition Magnum Husky 69H Cm 210 Gr 220,559.00,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,bassstoreitaly.com,ok,16.90,disponibile,https://bassstoreitaly.com/it/molix-finder-jerk-evo-90,Finder Jerk EVO 90,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,pescapromo.it,variante_diversa,17.69,disponibile,https://pescapromo.it/t/esche-artificiali/molix-finder-jerk-evo-110-sp-suspending-crankbait-11cm-95g,EVO 110 SP (misura 110 vs 90),2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,webpesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P14,Artificiali,Molix Finder Jerk EVO 90 SP,17.98,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,bassstoreitaly.com,ok,7.99,disponibile,https://bassstoreitaly.com/it/molix-craw-flex,"Craw Flex 3""",2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,webpesca.it,ok,4.80,esaurito,https://www.webpesca.it/shop/artificiale-craw-molix-flex-3-7-5-cm-green-pumpkin/,"3"" 7.5cm; min colori 4.80, altri 7.13; tutti esauriti",2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,pescapromo.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P15,Artificiali,"Molix Craw Flex 3""",6.98,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,mondo-pesca.it (ora escaepescashop.it),variante_diversa,7.02,disponibile,https://escaepescashop.it/prodotto/molix-elite-area-spoon/,solo 1.5/2.5/3.5g; 0.8g assente,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,bassstoreitaly.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,pescapromo.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,webpesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P16,Artificiali,Molix Elite Area Spoon Gr 0.8,6.50,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,mondo-pesca.it (ora escaepescashop.it),ok,7.90,disponibile,https://escaepescashop.it/prodotto/keitech-swing-impact-3/,"Swing Impact 3""",2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,bassstoreitaly.com,variante_diversa,6.60,disponibile,https://bassstoreitaly.com/it/keitech-swing-impact,"pagina famiglia, prezzo min (misura nd)",2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,webpesca.it,variante_diversa,8.08,esaurito,https://www.webpesca.it/shop/artifiiciale-shad-keitech-swing-impact-4-10-cm-green-pumpkin/,"misura 4"" (3"" assente)",2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,pescapromo.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P17,Artificiali,"Keitech Swing Impact 3""",8.90,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
