id,marca,prodotto,categoria,cp_prezzo_da,cp_prezzo_a,sito,livello_match,prezzo_concorrente,conc_da,conc_a,disponibilita_concorrente,posizione,delta_pct,url_concorrente,url_clanpesca
14672,tubertini,Tubertini Bos Fluorocarbon 50 MT,Fili Fluorocarbon,7.90,13.50,pescamia.eu,esatto,8.90,,,disponibile,in_fascia,+0.0,https://www.pescamia.eu/product-page/tubertini-bos-fluorocarbon-bobina-50-mt,https://clanpesca.com/prodotto/tubertini-bos-fluorocarbon-50-mt/
14702,tubertini,Tubertini Testa di Guadino Impact,Nasse & Guadini,25.00,28.95,escaepescashop.it,famiglia,21.00,21.00,27.00,disponibile,cp_piu_caro,+19.0,https://escaepescashop.it/prodotto/tubertini-testa-guadino-impact/,https://clanpesca.com/prodotto/tubertini-testa-di-guadino-impact/
14827,molix,Molix Jugulo Wide Casting Jig Gr 60,Metal Jig,15.90,15.90,bassstoreitaly.com,possibile,8.99,,,disponibile,cp_piu_caro,+76.9,https://bassstoreitaly.com/it/molix-jugulo-wide-casting-jig,https://clanpesca.com/prodotto/molix-jugulo-wide-casting-jig-gr-60/
14827,molix,Molix Jugulo Wide Casting Jig Gr 60,Metal Jig,15.90,15.90,megafish.it,possibile,15.05,,,,cp_piu_caro,+5.6,https://www.megafish.it/jig/5872-molix-jugulo-wide-jig.html,https://clanpesca.com/prodotto/molix-jugulo-wide-casting-jig-gr-60/
14827,molix,Molix Jugulo Wide Casting Jig Gr 60,Metal Jig,15.90,15.90,webpesca.it,esatto,11.92,,,esaurito,cp_piu_caro,+33.4,https://www.webpesca.it/shop/artificiale-metal-jig-molix-jugulo-wide-casting-8-cm-60-gr-latterino/,https://clanpesca.com/prodotto/molix-jugulo-wide-casting-jig-gr-60/
14838,molix,Molix Sculpo DR Rattlin,Crankbait,11.35,11.35,bassstoreitaly.com,famiglia,11.10,,,disponibile,cp_piu_caro,+2.3,https://bassstoreitaly.com/it/molix-sculpo-crank-dr-rattlin-,https://clanpesca.com/prodotto/molix-sculpo-dr-rattlin/
14838,molix,Molix Sculpo DR Rattlin,Crankbait,11.35,11.35,pescapromo.it,famiglia,13.25,,,disponibile,cp_piu_economico,-14.3,https://pescapromo.it/t/esche-artificiali-minnow/molix-sculpo-dr-rattlin-crankbait-55cm-14g,https://clanpesca.com/prodotto/molix-sculpo-dr-rattlin/
14838,molix,Molix Sculpo DR Rattlin,Crankbait,11.35,11.35,webpesca.it,famiglia,11.18,,,esaurito,cp_piu_caro,+1.5,https://www.webpesca.it/shop/artificiale-crankbait-molix-sculpo-dr-rattlin-5-5-cm-14-gr-tennessee-shad/,https://clanpesca.com/prodotto/molix-sculpo-dr-rattlin/
14850,molix,Molix Sculpo XD Rattlin,Crankbait,13.21,13.21,bassstoreitaly.com,famiglia,12.99,,,esaurito,cp_piu_caro,+1.7,https://bassstoreitaly.com/it/molix-sculpo-crank-xd-rattlin,https://clanpesca.com/prodotto/molix-sculpo-xd-rattlin/
14855,molix,Molix SV Craw,Creature & Craw,8.10,8.10,bassstoreitaly.com,famiglia,6.99,,,disponibile,cp_piu_caro,+15.9,https://bassstoreitaly.com/it/molix-sv-craw,https://clanpesca.com/prodotto/molix-sv-craw/
14873,molix,"Molix Creature 4""",Creature & Craw,8.90,8.90,bassstoreitaly.com,possibile,8.35,,,disponibile,cp_piu_caro,+6.6,https://bassstoreitaly.com/it/molix-creature,https://clanpesca.com/prodotto/molix-creature-4/
14873,molix,"Molix Creature 4""",Creature & Craw,8.90,8.90,pescapromo.it,probabile,3.49,,,esaurito,cp_piu_caro,+155.0,https://pescapromo.it/t/creature-baits/molix-sc-bug-4-5-pezzi,https://clanpesca.com/prodotto/molix-creature-4/
14889,molix,"Molix SWD Swimming Dragonfly 5""",Creature & Craw,7.70,7.70,bassstoreitaly.com,possibile,7.59,,,disponibile,cp_piu_caro,+1.4,https://bassstoreitaly.com/it/molix-swd-swimming-dragonfly,https://clanpesca.com/prodotto/molix-swd-swimming-dragonfly-5/
14898,molix,Molix SC Bug,Creature & Craw,7.20,7.20,bassstoreitaly.com,famiglia,8.09,,,disponibile,cp_piu_economico,-11.0,https://bassstoreitaly.com/it/molix-sc-bug,https://clanpesca.com/prodotto/molix-sc-bug/
14898,molix,Molix SC Bug,Creature & Craw,7.20,7.20,pescapromo.it,famiglia,3.49,,,esaurito,cp_piu_caro,+106.3,https://pescapromo.it/t/creature-baits/molix-sc-bug-4-5-pezzi,https://clanpesca.com/prodotto/molix-sc-bug/
14913,molix,Molix Outset Casting Series,Monopezzo,152.98,152.98,bassstoreitaly.com,famiglia,113.50,,,disponibile,cp_piu_caro,+34.8,https://bassstoreitaly.com/it/molix-outset-series-casting,https://clanpesca.com/prodotto/molix-outset-casting-series/
14925,molix,Molix Fioretto Speciale,Monopezzo,359.50,499.90,bassstoreitaly.com,famiglia,463.99,,,disponibile,in_fascia,+0.0,https://bassstoreitaly.com/it/molix-fioretto-speciale-jackfin-top-water-spinning,https://clanpesca.com/prodotto/molix-fioretto-speciale/
14938,molix,"Molix Ra Shad 2""",Siliconici,6.70,6.70,bassstoreitaly.com,possibile,6.79,,,disponibile,cp_piu_economico,-1.3,https://bassstoreitaly.com/it/molix-ra-shad,https://clanpesca.com/prodotto/molix-ra-shad-2/
14938,molix,"Molix Ra Shad 2""",Siliconici,6.70,6.70,escaepescashop.it,esatto,6.95,,,disponibile,cp_piu_economico,-3.6,https://escaepescashop.it/prodotto/molix-ra-shad-2/,https://clanpesca.com/prodotto/molix-ra-shad-2/
14938,molix,"Molix Ra Shad 2""",Siliconici,6.70,6.70,webpesca.it,probabile,5.93,,,esaurito,cp_piu_caro,+13.0,https://www.webpesca.it/shop/artificiale-shad-molix-ra-shad-2-5-cm-citrus/,https://clanpesca.com/prodotto/molix-ra-shad-2/
14952,molix,"Molix Ra Shad 2.5""",Siliconici,7.10,7.10,bassstoreitaly.com,possibile,6.79,,,disponibile,cp_piu_caro,+4.6,https://bassstoreitaly.com/it/molix-ra-shad,https://clanpesca.com/prodotto/molix-ra-shad-2-5/
14952,molix,"Molix Ra Shad 2.5""",Siliconici,7.10,7.10,escaepescashop.it,esatto,7.50,,,disponibile,cp_piu_economico,-5.3,https://escaepescashop.it/prodotto/molix-ra-shad-25/,https://clanpesca.com/prodotto/molix-ra-shad-2-5/
14952,molix,"Molix Ra Shad 2.5""",Siliconici,7.10,7.10,webpesca.it,esatto,5.93,,,esaurito,cp_piu_caro,+19.7,https://www.webpesca.it/shop/artificiale-shad-molix-ra-shad-2-5-cm-citrus/,https://clanpesca.com/prodotto/molix-ra-shad-2-5/
14966,molix,"Molix Ra Shad 3""",Siliconici,7.30,7.30,bassstoreitaly.com,possibile,6.79,,,disponibile,cp_piu_caro,+7.5,https://bassstoreitaly.com/it/molix-ra-shad,https://clanpesca.com/prodotto/molix-ra-shad-3/
14966,molix,"Molix Ra Shad 3""",Siliconici,7.30,7.30,escaepescashop.it,esatto,7.90,,,disponibile,cp_piu_economico,-7.6,https://escaepescashop.it/prodotto/molix-ra-shad-3/,https://clanpesca.com/prodotto/molix-ra-shad-3/
14966,molix,"Molix Ra Shad 3""",Siliconici,7.30,7.30,webpesca.it,esatto,6.00,,,esaurito,cp_piu_caro,+21.7,https://www.webpesca.it/shop/artificiale-shad-molix-ra-shad-2-5-cm-mixed-pack-3/,https://clanpesca.com/prodotto/molix-ra-shad-3/
14972,molix,"Molix Ra Shad 3.5""",Siliconici,7.30,7.30,bassstoreitaly.com,possibile,6.79,,,disponibile,cp_piu_caro,+7.5,https://bassstoreitaly.com/it/molix-ra-shad,https://clanpesca.com/prodotto/molix-ra-shad-3-5/
14972,molix,"Molix Ra Shad 3.5""",Siliconici,7.30,7.30,escaepescashop.it,possibile,6.95,,,disponibile,cp_piu_caro,+5.0,https://escaepescashop.it/prodotto/molix-ra-shad-2/,https://clanpesca.com/prodotto/molix-ra-shad-3-5/
14972,molix,"Molix Ra Shad 3.5""",Siliconici,7.30,7.30,webpesca.it,esatto,6.39,,,esaurito,cp_piu_caro,+14.2,https://www.webpesca.it/shop/artificiale-shad-molix-ra-shad-2-5-6-35-cm-citrus/,https://clanpesca.com/prodotto/molix-ra-shad-3-5/
14984,molix,"Molix Ra Shad 3.8""",Siliconici,8.50,8.50,bassstoreitaly.com,possibile,6.79,,,disponibile,cp_piu_caro,+25.2,https://bassstoreitaly.com/it/molix-ra-shad,https://clanpesca.com/prodotto/molix-ra-shad-3-8/
14984,molix,"Molix Ra Shad 3.8""",Siliconici,8.50,8.50,escaepescashop.it,esatto,8.10,,,disponibile,cp_piu_caro,+4.9,https://escaepescashop.it/prodotto/molix-ra-shad-38/,https://clanpesca.com/prodotto/molix-ra-shad-3-8/
14984,molix,"Molix Ra Shad 3.8""",Siliconici,8.50,8.50,webpesca.it,esatto,7.12,,,esaurito,cp_piu_caro,+19.4,https://www.webpesca.it/shop/artificiale-shad-molix-ra-shad-3-8-9-65-cm-black/,https://clanpesca.com/prodotto/molix-ra-shad-3-8/
15047,molix,"Molix Ra Shad 3"" Fat",Siliconici,8.10,8.10,bassstoreitaly.com,possibile,7.69,,,disponibile,cp_piu_caro,+5.3,https://bassstoreitaly.com/it/molix-ra-shad-fat,https://clanpesca.com/prodotto/molix-ra-shad-3-fat/
15053,molix,"Molix Ra Shad 4.5""",Siliconici,8.98,8.98,bassstoreitaly.com,possibile,6.79,,,disponibile,cp_piu_caro,+32.3,https://bassstoreitaly.com/it/molix-ra-shad,https://clanpesca.com/prodotto/molix-ra-shad-4-5/
15053,molix,"Molix Ra Shad 4.5""",Siliconici,8.98,8.98,escaepescashop.it,possibile,6.95,,,disponibile,cp_piu_caro,+29.2,https://escaepescashop.it/prodotto/molix-ra-shad-2/,https://clanpesca.com/prodotto/molix-ra-shad-4-5/
15053,molix,"Molix Ra Shad 4.5""",Siliconici,8.98,8.98,webpesca.it,esatto,7.92,,,esaurito,cp_piu_caro,+13.4,https://www.webpesca.it/shop/artificiale-shad-molix-ra-shad-4-5-11-45-cm-white/,https://clanpesca.com/prodotto/molix-ra-shad-4-5/
15093,molix,"Molix RT Shad 3.5""",Siliconici,9.50,9.50,bassstoreitaly.com,possibile,8.44,,,disponibile,cp_piu_caro,+12.6,https://bassstoreitaly.com/it/molix-rt-shad,https://clanpesca.com/prodotto/molix-rt-shad-3-5/
15093,molix,"Molix RT Shad 3.5""",Siliconici,9.50,9.50,escaepescashop.it,possibile,10.90,,,disponibile,cp_piu_economico,-12.8,https://escaepescashop.it/prodotto/molix-rt-shad/,https://clanpesca.com/prodotto/molix-rt-shad-3-5/
15093,molix,"Molix RT Shad 3.5""",Siliconici,9.50,9.50,pescapromo.it,possibile,9.95,,,esaurito,cp_piu_economico,-4.5,https://pescapromo.it/t/shads/molix-rt-flip-tail-shad-9-65cm-21g,https://clanpesca.com/prodotto/molix-rt-shad-3-5/
15093,molix,"Molix RT Shad 3.5""",Siliconici,9.50,9.50,webpesca.it,esatto,9.20,,,esaurito,cp_piu_caro,+3.3,https://www.webpesca.it/shop/artificiale-shad-molix-rt-shad-3-5-9-cm-vairone/,https://clanpesca.com/prodotto/molix-rt-shad-3-5/
15097,molix,"Molix RT Shad 4.5""",Siliconici,9.50,9.50,bassstoreitaly.com,possibile,8.44,,,disponibile,cp_piu_caro,+12.6,https://bassstoreitaly.com/it/molix-rt-shad,https://clanpesca.com/prodotto/molix-rt-shad-4-5/
15097,molix,"Molix RT Shad 4.5""",Siliconici,9.50,9.50,escaepescashop.it,possibile,10.90,,,disponibile,cp_piu_economico,-12.8,https://escaepescashop.it/prodotto/molix-rt-shad/,https://clanpesca.com/prodotto/molix-rt-shad-4-5/
15097,molix,"Molix RT Shad 4.5""",Siliconici,9.50,9.50,pescapromo.it,possibile,9.95,,,esaurito,cp_piu_economico,-4.5,https://pescapromo.it/t/shads/molix-rt-flip-tail-shad-9-65cm-21g,https://clanpesca.com/prodotto/molix-rt-shad-4-5/
15097,molix,"Molix RT Shad 4.5""",Siliconici,9.50,9.50,webpesca.it,esatto,9.20,,,esaurito,cp_piu_caro,+3.3,https://www.webpesca.it/shop/artificiale-shad-molix-rt-shad-4-5-11-4-cm-olive/,https://clanpesca.com/prodotto/molix-rt-shad-4-5/
15106,molix,"Molix RT Shad 5.5""",Siliconici,2.95,3.80,bassstoreitaly.com,possibile,1.85,,,disponibile,cp_piu_caro,+59.5,https://bassstoreitaly.com/it/molix-rt-shad-bulk,https://clanpesca.com/prodotto/molix-rt-shad-5-5/
15106,molix,"Molix RT Shad 5.5""",Siliconici,2.95,3.80,escaepescashop.it,possibile,10.90,,,disponibile,cp_piu_economico,-65.1,https://escaepescashop.it/prodotto/molix-rt-shad/,https://clanpesca.com/prodotto/molix-rt-shad-5-5/
15106,molix,"Molix RT Shad 5.5""",Siliconici,2.95,3.80,pescapromo.it,possibile,9.95,,,esaurito,cp_piu_economico,-61.8,https://pescapromo.it/t/shads/molix-rt-flip-tail-shad-9-65cm-21g,https://clanpesca.com/prodotto/molix-rt-shad-5-5/
15106,molix,"Molix RT Shad 5.5""",Siliconici,2.95,3.80,webpesca.it,possibile,6.68,,,esaurito,cp_piu_economico,-43.1,https://www.webpesca.it/shop/artificiale-shad-molix-rt-shad-7-18-cm-rudd/,https://clanpesca.com/prodotto/molix-rt-shad-5-5/
15113,molix,Molix Jugulo Casting Jig Gr. 20,Metal Jig,12.50,12.50,bassstoreitaly.com,possibile,8.99,,,disponibile,cp_piu_caro,+39.0,https://bassstoreitaly.com/it/molix-jugulo-wide-casting-jig,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-20/
15113,molix,Molix Jugulo Casting Jig Gr. 20,Metal Jig,12.50,12.50,escaepescashop.it,possibile,8.28,8.28,10.26,disponibile,cp_piu_caro,+51.0,https://escaepescashop.it/prodotto/molix-jugulo-casting-jig/,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-20/
15113,molix,Molix Jugulo Casting Jig Gr. 20,Metal Jig,12.50,12.50,megafish.it,possibile,15.05,,,,cp_piu_economico,-16.9,https://www.megafish.it/jig/5872-molix-jugulo-wide-jig.html,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-20/
15113,molix,Molix Jugulo Casting Jig Gr. 20,Metal Jig,12.50,12.50,webpesca.it,esatto,10.32,,,esaurito,cp_piu_caro,+21.1,https://www.webpesca.it/shop/artificiale-metal-jig-molix-jugulo-plus-casting-7-cm-20-gr-mx-holo/,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-20/
15128,molix,Molix Shad 100,Soft Shad,9.40,9.40,bassstoreitaly.com,possibile,6.79,,,disponibile,cp_piu_caro,+38.4,https://bassstoreitaly.com/it/molix-ra-shad,https://clanpesca.com/prodotto/molix-shad-100/
15128,molix,Molix Shad 100,Soft Shad,9.40,9.40,escaepescashop.it,possibile,6.95,,,disponibile,cp_piu_caro,+35.3,https://escaepescashop.it/prodotto/molix-ra-shad-2/,https://clanpesca.com/prodotto/molix-shad-100/
15128,molix,Molix Shad 100,Soft Shad,9.40,9.40,pescapromo.it,esatto,11.35,,,disponibile,cp_piu_economico,-17.2,https://pescapromo.it/t/shads/molix-shad-100-live-10cm-245g,https://clanpesca.com/prodotto/molix-shad-100/
15128,molix,Molix Shad 100,Soft Shad,9.40,9.40,webpesca.it,possibile,5.93,,,esaurito,cp_piu_caro,+58.5,https://www.webpesca.it/shop/artificiale-shad-molix-ra-shad-2-5-cm-citrus/,https://clanpesca.com/prodotto/molix-shad-100/
15130,molix,Molix Shad 120,Shad,12.30,12.30,bassstoreitaly.com,possibile,6.79,,,disponibile,cp_piu_caro,+81.1,https://bassstoreitaly.com/it/molix-ra-shad,https://clanpesca.com/prodotto/molix-shad-120/
15130,molix,Molix Shad 120,Shad,12.30,12.30,escaepescashop.it,possibile,6.95,,,disponibile,cp_piu_caro,+77.0,https://escaepescashop.it/prodotto/molix-ra-shad-2/,https://clanpesca.com/prodotto/molix-shad-120/
15130,molix,Molix Shad 120,Shad,12.30,12.30,pescapromo.it,esatto,11.35,,,esaurito,cp_piu_caro,+8.4,https://pescapromo.it/t/shads/molix-shad-120-swimbait-12cm-35g,https://clanpesca.com/prodotto/molix-shad-120/
15130,molix,Molix Shad 120,Shad,12.30,12.30,webpesca.it,possibile,5.93,,,esaurito,cp_piu_caro,+107.4,https://www.webpesca.it/shop/artificiale-shad-molix-ra-shad-2-5-cm-citrus/,https://clanpesca.com/prodotto/molix-shad-120/
15162,omtd,OMTD Swimming WT OJ1800,Jig Head,7.50,7.50,bassstoreitaly.com,famiglia,7.65,,,esaurito,cp_piu_economico,-2.0,https://bassstoreitaly.com/it/omtd-oj-1800-swimming-wt,https://clanpesca.com/prodotto/omtd-swimming-wt-oj1800/
15177,molix,Molix Trout Spoon Gr 1.5,Spoon,6.98,6.98,bassstoreitaly.com,possibile,5.99,,,disponibile,cp_piu_caro,+16.5,https://bassstoreitaly.com/it/ondulanti-molix-elite-trout-area-spoon,https://clanpesca.com/prodotto/molix-trout-spoon-gr-1-5/
15181,molix,Molix Trout Spoon Gr 2.5,Spoon,6.98,6.98,bassstoreitaly.com,possibile,5.99,,,disponibile,cp_piu_caro,+16.5,https://bassstoreitaly.com/it/ondulanti-molix-elite-trout-area-spoon,https://clanpesca.com/prodotto/molix-trout-spoon-gr-2-5/
15189,molix,Molix Trout Spoon Gr 3.5,Spoon,7.35,7.35,bassstoreitaly.com,possibile,5.99,,,disponibile,cp_piu_caro,+22.7,https://bassstoreitaly.com/it/ondulanti-molix-elite-trout-area-spoon,https://clanpesca.com/prodotto/molix-trout-spoon-gr-3-5/
15212,carson,Carson Dark Matter PJDM-970,Spinning,65.00,75.00,bassstoreitaly.com,esatto,58.29,,,disponibile,cp_piu_caro,+11.5,https://bassstoreitaly.com/it/carson-dark-matter-pjdm-970-spinning-rods,https://clanpesca.com/prodotto/carson-dark-matter-pjdm-970/
15292,tubertini,Tubertini Noway Mt 50,Fili Nylon,7.40,7.40,megafish.it,esatto,7.58,,,,cp_piu_economico,-2.4,https://www.megafish.it/nylon-da-pesca/6948-tubertini-noway-50-mt.html,https://clanpesca.com/prodotto/tubertini-noway-mt-50/
15323,tubertini,Tubertini Raion Mt 150,Fili Nylon,10.90,11.50,pescamia.eu,possibile,35.00,,,disponibile,cp_piu_economico,-67.1,https://www.pescamia.eu/product-page/tubertini-raion,https://clanpesca.com/prodotto/tubertini-raion-mt-150/
15339,tubertini,Tubertini Tatanka Evo Mt 150,Fili Nylon,11.50,14.50,pescamia.eu,possibile,41.50,,,disponibile,cp_piu_economico,-65.1,https://www.pescamia.eu/product-page/tubertini-monofilo-tatanka-evo-silver-1000-m-diametro-0-20,https://clanpesca.com/prodotto/tubertini-tatanka-evo-mt-150/
15356,lucky-craft,Lucky Craft LC 2.5 Shallow Crank,Crankbait,16.99,16.99,bassstoreitaly.com,esatto,19.99,,,disponibile,cp_piu_economico,-15.0,https://bassstoreitaly.com/it/lucky-craft-lc-25-shallow-crank,https://clanpesca.com/prodotto/lucky-craft-lc-2-5-shallow-crank/
15424,molix,Molix Jugulo Casting Jig Gr. 15,Metal Jig,11.50,11.50,bassstoreitaly.com,possibile,8.99,,,disponibile,cp_piu_caro,+27.9,https://bassstoreitaly.com/it/molix-jugulo-wide-casting-jig,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-15/
15424,molix,Molix Jugulo Casting Jig Gr. 15,Metal Jig,11.50,11.50,escaepescashop.it,possibile,8.28,8.28,10.26,disponibile,cp_piu_caro,+38.9,https://escaepescashop.it/prodotto/molix-jugulo-casting-jig/,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-15/
15424,molix,Molix Jugulo Casting Jig Gr. 15,Metal Jig,11.50,11.50,megafish.it,possibile,15.05,,,,cp_piu_economico,-23.6,https://www.megafish.it/jig/5872-molix-jugulo-wide-jig.html,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-15/
15424,molix,Molix Jugulo Casting Jig Gr. 15,Metal Jig,11.50,11.50,webpesca.it,esatto,7.79,,,esaurito,cp_piu_caro,+47.6,https://www.webpesca.it/shop/artificiale-shad-molix-jugulo-jig-head-15-gr-sarda/,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-15/
15431,molix,Molix Jugulo Casting Jig Gr. 25,Metal Jig,12.90,12.90,bassstoreitaly.com,possibile,8.99,,,disponibile,cp_piu_caro,+43.5,https://bassstoreitaly.com/it/molix-jugulo-wide-casting-jig,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-25/
15431,molix,Molix Jugulo Casting Jig Gr. 25,Metal Jig,12.90,12.90,escaepescashop.it,possibile,8.28,8.28,10.26,disponibile,cp_piu_caro,+55.8,https://escaepescashop.it/prodotto/molix-jugulo-casting-jig/,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-25/
15431,molix,Molix Jugulo Casting Jig Gr. 25,Metal Jig,12.90,12.90,megafish.it,possibile,15.05,,,,cp_piu_economico,-14.3,https://www.megafish.it/jig/5872-molix-jugulo-wide-jig.html,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-25/
15431,molix,Molix Jugulo Casting Jig Gr. 25,Metal Jig,12.90,12.90,webpesca.it,esatto,8.34,,,esaurito,cp_piu_caro,+54.7,https://www.webpesca.it/shop/artificiale-shad-molix-jugulo-jig-head-25-gr-pink-sarda/,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-25/
15434,molix,Molix Jugulo Casting Jig Gr. 30,Metal Jig,13.30,13.30,bassstoreitaly.com,possibile,8.99,,,disponibile,cp_piu_caro,+47.9,https://bassstoreitaly.com/it/molix-jugulo-wide-casting-jig,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-30/
15434,molix,Molix Jugulo Casting Jig Gr. 30,Metal Jig,13.30,13.30,escaepescashop.it,possibile,8.28,8.28,10.26,disponibile,cp_piu_caro,+60.6,https://escaepescashop.it/prodotto/molix-jugulo-casting-jig/,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-30/
15434,molix,Molix Jugulo Casting Jig Gr. 30,Metal Jig,13.30,13.30,megafish.it,possibile,15.05,,,,cp_piu_economico,-11.6,https://www.megafish.it/jig/5872-molix-jugulo-wide-jig.html,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-30/
15434,molix,Molix Jugulo Casting Jig Gr. 30,Metal Jig,13.30,13.30,webpesca.it,esatto,11.60,,,esaurito,cp_piu_caro,+14.7,https://www.webpesca.it/shop/artificiale-metal-jig-molix-jugulo-casting-jig-8-cm-30-gr-alborella/,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-30/
15439,molix,Molix Jugulo Casting Jig Gr 40,Metal Jig,13.75,13.75,bassstoreitaly.com,possibile,8.99,,,disponibile,cp_piu_caro,+52.9,https://bassstoreitaly.com/it/molix-jugulo-wide-casting-jig,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-40/
15439,molix,Molix Jugulo Casting Jig Gr 40,Metal Jig,13.75,13.75,escaepescashop.it,possibile,8.28,8.28,10.26,disponibile,cp_piu_caro,+66.1,https://escaepescashop.it/prodotto/molix-jugulo-casting-jig/,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-40/
15439,molix,Molix Jugulo Casting Jig Gr 40,Metal Jig,13.75,13.75,megafish.it,possibile,15.05,,,,cp_piu_economico,-8.6,https://www.megafish.it/jig/5872-molix-jugulo-wide-jig.html,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-40/
15439,molix,Molix Jugulo Casting Jig Gr 40,Metal Jig,13.75,13.75,webpesca.it,esatto,12.72,,,esaurito,cp_piu_caro,+8.1,https://www.webpesca.it/shop/artificiale-metal-jig-molix-jugulo-wide-casting-7-cm-40-gr-dorado/,https://clanpesca.com/prodotto/molix-jugulo-casting-jig-gr-40/
15621,decoy,Decoy JS-1 Jigging Single Sergeant'N',Ami Assist,6.50,6.50,megafish.it,esatto,8.08,,,,cp_piu_economico,-19.6,https://www.megafish.it/ami-big-game/2663-decoy-js-1-jigging-single-sergeant-n.html,https://clanpesca.com/prodotto/decoy-js-1-jigging-single-sergeantn/
15662,decoy,Amo Decoy Worm 22,Ami Wide Gap,6.70,6.70,escaepescashop.it,possibile,4.95,,,disponibile,cp_piu_caro,+35.4,https://escaepescashop.it/prodotto/decoy-worm19-ss-hook/,https://clanpesca.com/prodotto/ami-decoy-worm-22/
15662,decoy,Amo Decoy Worm 22,Ami Wide Gap,6.70,6.70,megafish.it,possibile,6.97,,,,cp_piu_economico,-3.9,https://www.megafish.it/ami-off-set/2721-decoy-worm-102-s-switcher.html,https://clanpesca.com/prodotto/ami-decoy-worm-22/
15717,decoy,Decoy Worm 117,Ami da Dropshot,5.90,5.90,escaepescashop.it,possibile,4.95,,,disponibile,cp_piu_caro,+19.2,https://escaepescashop.it/prodotto/decoy-worm19-ss-hook/,https://clanpesca.com/prodotto/decoy-worm-117/
15717,decoy,Decoy Worm 117,Ami da Dropshot,5.90,5.90,megafish.it,possibile,6.97,,,,cp_piu_economico,-15.4,https://www.megafish.it/ami-off-set/2721-decoy-worm-102-s-switcher.html,https://clanpesca.com/prodotto/decoy-worm-117/
16020,molix,"Molix Sator Worm 4""",Spinning e Casting,7.50,7.50,bassstoreitaly.com,possibile,6.85,,,disponibile,cp_piu_caro,+9.5,https://bassstoreitaly.com/it/molix-sator-worm-,https://clanpesca.com/prodotto/molix-sator-worm-4/
16020,molix,"Molix Sator Worm 4""",Spinning e Casting,7.50,7.50,escaepescashop.it,possibile,6.30,,,disponibile,cp_piu_caro,+19.0,https://escaepescashop.it/prodotto/molix-sator-worm-25/,https://clanpesca.com/prodotto/molix-sator-worm-4/
16020,molix,"Molix Sator Worm 4""",Spinning e Casting,7.50,7.50,webpesca.it,esatto,7.19,,,esaurito,cp_piu_caro,+4.3,https://www.webpesca.it/shop/artificiale-worm-molix-sator-worm-4-10-cm-green-red/,https://clanpesca.com/prodotto/molix-sator-worm-4/
16029,molix,"Molix Sator Worm 5""",Spinning e Casting,7.99,7.99,bassstoreitaly.com,possibile,6.85,,,disponibile,cp_piu_caro,+16.6,https://bassstoreitaly.com/it/molix-sator-worm-,https://clanpesca.com/prodotto/molix-sator-worm-5/
16029,molix,"Molix Sator Worm 5""",Spinning e Casting,7.99,7.99,escaepescashop.it,possibile,6.30,,,disponibile,cp_piu_caro,+26.8,https://escaepescashop.it/prodotto/molix-sator-worm-25/,https://clanpesca.com/prodotto/molix-sator-worm-5/
16029,molix,"Molix Sator Worm 5""",Spinning e Casting,7.99,7.99,webpesca.it,esatto,5.10,,,esaurito,cp_piu_caro,+56.7,https://www.webpesca.it/shop/artificiale-worm-molix-sator-worm-5-12-5-cm-green-pumpkin/,https://clanpesca.com/prodotto/molix-sator-worm-5/
16047,molix,"Molix Sator Worm 5.8""",Spinning e Casting,7.99,7.99,bassstoreitaly.com,possibile,6.85,,,disponibile,cp_piu_caro,+16.6,https://bassstoreitaly.com/it/molix-sator-worm-,https://clanpesca.com/prodotto/molix-sator-worm-5-8/
16047,molix,"Molix Sator Worm 5.8""",Spinning e Casting,7.99,7.99,escaepescashop.it,possibile,6.30,,,disponibile,cp_piu_caro,+26.8,https://escaepescashop.it/prodotto/molix-sator-worm-25/,https://clanpesca.com/prodotto/molix-sator-worm-5-8/
16047,molix,"Molix Sator Worm 5.8""",Spinning e Casting,7.99,7.99,webpesca.it,possibile,5.10,,,esaurito,cp_piu_caro,+56.7,https://www.webpesca.it/shop/artificiale-worm-molix-sator-worm-5-12-5-cm-green-pumpkin/,https://clanpesca.com/prodotto/molix-sator-worm-5-8/
